"Town","FIPS","Year","Gender","Measure Type","Variable","Value"
"Shelton","0900168170","2010-2014","Female","Percent","Employed or Enrolled Youth",93.62
"Shelton","0900168170","2010-2014","Female","Percent","Margins of Error",30.01
"Shelton","0900168170","2010-2014","Male","Number","Employed or Enrolled Youth",948
"Shelton","0900168170","2010-2014","Male","Number","Margins of Error",239
"Shelton","0900168170","2010-2014","Male","Percent","Employed or Enrolled Youth",94.23
"Shelton","0900168170","2010-2014","Male","Percent","Margins of Error",32.84
"Shelton","0900168170","2011-2015","Total","Number","Employed or Enrolled Youth",2243
"Shelton","0900168170","2011-2015","Total","Number","Margins of Error",400
"Shelton","0900168170","2011-2015","Total","Percent","Employed or Enrolled Youth",94.56
"Shelton","0900168170","2011-2015","Total","Percent","Margins of Error",22.93
"Shelton","0900168170","2011-2015","Female","Number","Employed or Enrolled Youth",1233
"Shelton","0900168170","2011-2015","Female","Number","Margins of Error",330
"Shelton","0900168170","2011-2015","Female","Percent","Employed or Enrolled Youth",95.43
"Shelton","0900168170","2011-2015","Female","Percent","Margins of Error",34.77
"Shelton","0900168170","2011-2015","Male","Number","Employed or Enrolled Youth",1010
"Shelton","0900168170","2011-2015","Male","Number","Margins of Error",225
"Shelton","0900168170","2011-2015","Male","Percent","Employed or Enrolled Youth",93.52
"Shelton","0900168170","2011-2015","Male","Percent","Margins of Error",28.59
"Shelton","0900168170","2012-2016","Total","Number","Employed or Enrolled Youth",2088
"Shelton","0900168170","2012-2016","Total","Number","Margins of Error",323
"Shelton","0900168170","2012-2016","Total","Percent","Employed or Enrolled Youth",96.44
"Shelton","0900168170","2012-2016","Total","Percent","Margins of Error",19.13
"Shelton","0900168170","2012-2016","Female","Number","Employed or Enrolled Youth",981
"Shelton","0900168170","2012-2016","Female","Number","Margins of Error",220
"Shelton","0900168170","2012-2016","Female","Percent","Employed or Enrolled Youth",96.75
"Shelton","0900168170","2012-2016","Female","Percent","Margins of Error",29.17
"Shelton","0900168170","2012-2016","Male","Number","Employed or Enrolled Youth",1107
"Shelton","0900168170","2012-2016","Male","Number","Margins of Error",236
"Shelton","0900168170","2012-2016","Male","Percent","Employed or Enrolled Youth",96.18
"Shelton","0900168170","2012-2016","Male","Percent","Margins of Error",28.86
"Shelton","0900168170","2013-2017","Total","Number","Employed or Enrolled Youth",2024
"Shelton","0900168170","2013-2017","Total","Number","Margins of Error",336
"Shelton","0900168170","2013-2017","Total","Percent","Employed or Enrolled Youth",94.93
"Shelton","0900168170","2013-2017","Total","Percent","Margins of Error",20.72
"Shelton","0900168170","2013-2017","Female","Number","Employed or Enrolled Youth",931
"Shelton","0900168170","2013-2017","Female","Number","Margins of Error",202
"Shelton","0900168170","2013-2017","Female","Percent","Employed or Enrolled Youth",95.1
"Shelton","0900168170","2013-2017","Female","Percent","Margins of Error",28
"Shelton","0900168170","2013-2017","Male","Number","Employed or Enrolled Youth",1093
"Shelton","0900168170","2013-2017","Male","Number","Margins of Error",269
"Shelton","0900168170","2013-2017","Male","Percent","Employed or Enrolled Youth",94.8
"Shelton","0900168170","2013-2017","Male","Percent","Margins of Error",32.36
"Shelton","0900168170","2014-2018","Total","Number","Employed or Enrolled Youth",2108
"Shelton","0900168170","2014-2018","Total","Number","Margins of Error",341
"Shelton","0900168170","2014-2018","Total","Percent","Employed or Enrolled Youth",93.61
"Shelton","0900168170","2014-2018","Total","Percent","Margins of Error",21.94
"Shelton","0900168170","2014-2018","Female","Number","Employed or Enrolled Youth",892
"Shelton","0900168170","2014-2018","Female","Number","Margins of Error",213
"Shelton","0900168170","2014-2018","Female","Percent","Employed or Enrolled Youth",94.59
"Shelton","0900168170","2014-2018","Female","Percent","Margins of Error",31.38
"Shelton","0900168170","2014-2018","Male","Number","Employed or Enrolled Youth",1216
"Shelton","0900168170","2014-2018","Male","Number","Margins of Error",266
"Shelton","0900168170","2014-2018","Male","Percent","Employed or Enrolled Youth",92.9
"Shelton","0900168170","2014-2018","Male","Percent","Margins of Error",28.43
"Sherman","0900168310","2006-2010","Total","Number","Employed or Enrolled Youth",213
"Sherman","0900168310","2006-2010","Total","Number","Margins of Error",233
"Sherman","0900168310","2006-2010","Total","Percent","Employed or Enrolled Youth",95.09
"Sherman","0900168310","2006-2010","Total","Percent","Margins of Error",113.75
"Sherman","0900168310","2006-2010","Female","Number","Employed or Enrolled Youth",98
"Sherman","0900168310","2006-2010","Female","Number","Margins of Error",189
"Sherman","0900168310","2006-2010","Female","Percent","Employed or Enrolled Youth",89.91
"Sherman","0900168310","2006-2010","Female","Percent","Margins of Error",184.47
"Sherman","0900168310","2006-2010","Male","Number","Employed or Enrolled Youth",115
"Sherman","0900168310","2006-2010","Male","Number","Margins of Error",135
"Sherman","0900168310","2006-2010","Male","Percent","Employed or Enrolled Youth",100
"Sherman","0900168310","2006-2010","Male","Percent","Margins of Error",127.31
"Sherman","0900168310","2007-2011","Total","Number","Employed or Enrolled Youth",230
"Sherman","0900168310","2007-2011","Total","Number","Margins of Error",188
"Sherman","0900168310","2007-2011","Total","Percent","Employed or Enrolled Youth",96.23
"Sherman","0900168310","2007-2011","Total","Percent","Margins of Error",89.46
"Sherman","0900168310","2007-2011","Female","Number","Employed or Enrolled Youth",117
"Sherman","0900168310","2007-2011","Female","Number","Margins of Error",157
"Sherman","0900168310","2007-2011","Female","Percent","Employed or Enrolled Youth",92.86
"Sherman","0900168310","2007-2011","Female","Percent","Margins of Error",140.18
"Sherman","0900168310","2007-2011","Male","Number","Employed or Enrolled Youth",113
"Sherman","0900168310","2007-2011","Male","Number","Margins of Error",104
"Sherman","0900168310","2007-2011","Male","Percent","Employed or Enrolled Youth",100
"Sherman","0900168310","2007-2011","Male","Percent","Margins of Error",101.44
"Sherman","0900168310","2008-2012","Total","Number","Employed or Enrolled Youth",214
"Sherman","0900168310","2008-2012","Total","Number","Margins of Error",76
"Sherman","0900168310","2008-2012","Total","Percent","Employed or Enrolled Youth",96.4
"Sherman","0900168310","2008-2012","Total","Percent","Margins of Error",48.54
"Sherman","0900168310","2008-2012","Female","Number","Employed or Enrolled Youth",85
"Sherman","0900168310","2008-2012","Female","Number","Margins of Error",50
"Sherman","0900168310","2008-2012","Female","Percent","Employed or Enrolled Youth",91.4
"Sherman","0900168310","2008-2012","Female","Percent","Margins of Error",70.86
"Sherman","0900168310","2008-2012","Male","Number","Employed or Enrolled Youth",129
"Sherman","0900168310","2008-2012","Male","Number","Margins of Error",58
"Sherman","0900168310","2008-2012","Male","Percent","Employed or Enrolled Youth",100
"Sherman","0900168310","2008-2012","Male","Percent","Margins of Error",61.2
"Sherman","0900168310","2009-2013","Total","Number","Employed or Enrolled Youth",223
"Sherman","0900168310","2009-2013","Total","Number","Margins of Error",85
"Sherman","0900168310","2009-2013","Total","Percent","Employed or Enrolled Youth",100
"Sherman","0900168310","2009-2013","Total","Percent","Margins of Error",52.04
"Sherman","0900168310","2009-2013","Female","Number","Employed or Enrolled Youth",74
"Sherman","0900168310","2009-2013","Female","Number","Margins of Error",48
"Sherman","0900168310","2009-2013","Female","Percent","Employed or Enrolled Youth",100
"Sherman","0900168310","2009-2013","Female","Percent","Margins of Error",89
"Sherman","0900168310","2009-2013","Male","Number","Employed or Enrolled Youth",149
"Sherman","0900168310","2009-2013","Male","Number","Margins of Error",70
"Sherman","0900168310","2009-2013","Male","Percent","Employed or Enrolled Youth",100
"Sherman","0900168310","2009-2013","Male","Percent","Margins of Error",65.54
"Sherman","0900168310","2010-2014","Total","Number","Employed or Enrolled Youth",261
"Sherman","0900168310","2010-2014","Total","Number","Margins of Error",91
"Sherman","0900168310","2010-2014","Total","Percent","Employed or Enrolled Youth",100
"Sherman","0900168310","2010-2014","Total","Percent","Margins of Error",48.82
"Sherman","0900168310","2010-2014","Female","Number","Employed or Enrolled Youth",95
"Sherman","0900168310","2010-2014","Female","Number","Margins of Error",53
"Sherman","0900168310","2010-2014","Female","Percent","Employed or Enrolled Youth",100
"Sherman","0900168310","2010-2014","Female","Percent","Margins of Error",76.21
"Sherman","0900168310","2010-2014","Male","Number","Employed or Enrolled Youth",166
"Sherman","0900168310","2010-2014","Male","Number","Margins of Error",74
"Sherman","0900168310","2010-2014","Male","Percent","Employed or Enrolled Youth",100
"Sherman","0900168310","2010-2014","Male","Percent","Margins of Error",62.19
"Sherman","0900168310","2011-2015","Total","Number","Employed or Enrolled Youth",203
"Sherman","0900168310","2011-2015","Total","Number","Margins of Error",81
"Sherman","0900168310","2011-2015","Total","Percent","Employed or Enrolled Youth",100
"Sherman","0900168310","2011-2015","Total","Percent","Margins of Error",53.88
"Sherman","0900168310","2011-2015","Female","Number","Employed or Enrolled Youth",92
"Sherman","0900168310","2011-2015","Female","Number","Margins of Error",52
"Sherman","0900168310","2011-2015","Female","Percent","Employed or Enrolled Youth",100
"Sherman","0900168310","2011-2015","Female","Percent","Margins of Error",73.67
"Sherman","0900168310","2011-2015","Male","Number","Employed or Enrolled Youth",111
"Sherman","0900168310","2011-2015","Male","Number","Margins of Error",62
"Sherman","0900168310","2011-2015","Male","Percent","Employed or Enrolled Youth",100
"Sherman","0900168310","2011-2015","Male","Percent","Margins of Error",77.96
"Sherman","0900168310","2012-2016","Total","Number","Employed or Enrolled Youth",204
"Sherman","0900168310","2012-2016","Total","Number","Margins of Error",73
"Sherman","0900168310","2012-2016","Total","Percent","Employed or Enrolled Youth",100
"Sherman","0900168310","2012-2016","Total","Percent","Margins of Error",50.17
"Sherman","0900168310","2012-2016","Female","Number","Employed or Enrolled Youth",109
"Sherman","0900168310","2012-2016","Female","Number","Margins of Error",50
"Sherman","0900168310","2012-2016","Female","Percent","Employed or Enrolled Youth",100
"Sherman","0900168310","2012-2016","Female","Percent","Margins of Error",61.72
"Sherman","0900168310","2012-2016","Male","Number","Employed or Enrolled Youth",95
"Sherman","0900168310","2012-2016","Male","Number","Margins of Error",53
"Sherman","0900168310","2012-2016","Male","Percent","Employed or Enrolled Youth",100
"Sherman","0900168310","2012-2016","Male","Percent","Margins of Error",76.55
"Sherman","0900168310","2013-2017","Total","Number","Employed or Enrolled Youth",226
"Sherman","0900168310","2013-2017","Total","Number","Margins of Error",96
"Sherman","0900168310","2013-2017","Total","Percent","Employed or Enrolled Youth",100
"Sherman","0900168310","2013-2017","Total","Percent","Margins of Error",59.46
"Sherman","0900168310","2013-2017","Female","Number","Employed or Enrolled Youth",156
"Sherman","0900168310","2013-2017","Female","Number","Margins of Error",80
"Sherman","0900168310","2013-2017","Female","Percent","Employed or Enrolled Youth",100
"Sherman","0900168310","2013-2017","Female","Percent","Margins of Error",70.84
"Sherman","0900168310","2013-2017","Male","Number","Employed or Enrolled Youth",70
"Sherman","0900168310","2013-2017","Male","Number","Margins of Error",53
"Sherman","0900168310","2013-2017","Male","Percent","Employed or Enrolled Youth",100
"Sherman","0900168310","2013-2017","Male","Percent","Margins of Error",103.88
"Sherman","0900168310","2014-2018","Total","Number","Employed or Enrolled Youth",226
"Sherman","0900168310","2014-2018","Total","Number","Margins of Error",102
"Sherman","0900168310","2014-2018","Total","Percent","Employed or Enrolled Youth",100
"Sherman","0900168310","2014-2018","Total","Percent","Margins of Error",59.93
"Sherman","0900168310","2014-2018","Female","Number","Employed or Enrolled Youth",163
"Sherman","0900168310","2014-2018","Female","Number","Margins of Error",88
"Sherman","0900168310","2014-2018","Female","Percent","Employed or Enrolled Youth",100
"Sherman","0900168310","2014-2018","Female","Percent","Margins of Error",72.53
"Sherman","0900168310","2014-2018","Male","Number","Employed or Enrolled Youth",63
"Sherman","0900168310","2014-2018","Male","Number","Margins of Error",52
"Sherman","0900168310","2014-2018","Male","Percent","Employed or Enrolled Youth",100
"Sherman","0900168310","2014-2018","Male","Percent","Margins of Error",113.24
"Simsbury","0900368940","2006-2010","Total","Number","Employed or Enrolled Youth",1265
"Simsbury","0900368940","2006-2010","Total","Number","Margins of Error",237
"Simsbury","0900368940","2006-2010","Total","Percent","Employed or Enrolled Youth",97.53
"Simsbury","0900368940","2006-2010","Total","Percent","Margins of Error",23.65
"Simsbury","0900368940","2006-2010","Female","Number","Employed or Enrolled Youth",548
"Simsbury","0900368940","2006-2010","Female","Number","Margins of Error",181
"Simsbury","0900368940","2006-2010","Female","Percent","Employed or Enrolled Youth",98.03
"Simsbury","0900368940","2006-2010","Female","Percent","Margins of Error",40
"Simsbury","0900368940","2006-2010","Male","Number","Employed or Enrolled Youth",717
"Simsbury","0900368940","2006-2010","Male","Number","Margins of Error",153
"Simsbury","0900368940","2006-2010","Male","Percent","Employed or Enrolled Youth",97.15
"Simsbury","0900368940","2006-2010","Male","Percent","Margins of Error",28.86
"Simsbury","0900368940","2007-2011","Total","Number","Employed or Enrolled Youth",1215
"Simsbury","0900368940","2007-2011","Total","Number","Margins of Error",245
"Simsbury","0900368940","2007-2011","Total","Percent","Employed or Enrolled Youth",97.51
"Simsbury","0900368940","2007-2011","Total","Percent","Margins of Error",25.91
"Simsbury","0900368940","2007-2011","Female","Number","Employed or Enrolled Youth",549
"Simsbury","0900368940","2007-2011","Female","Number","Margins of Error",152
"Simsbury","0900368940","2007-2011","Female","Percent","Employed or Enrolled Youth",97.86
"Simsbury","0900368940","2007-2011","Female","Percent","Margins of Error",34.52
"Simsbury","0900368940","2007-2011","Male","Number","Employed or Enrolled Youth",666
"Simsbury","0900368940","2007-2011","Male","Number","Margins of Error",191
"Simsbury","0900368940","2007-2011","Male","Percent","Employed or Enrolled Youth",97.23
"Simsbury","0900368940","2007-2011","Male","Percent","Margins of Error",36.35
"Simsbury","0900368940","2008-2012","Total","Number","Employed or Enrolled Youth",1332
"Simsbury","0900368940","2008-2012","Total","Number","Margins of Error",226
"Simsbury","0900368940","2008-2012","Total","Percent","Employed or Enrolled Youth",98.52
"Simsbury","0900368940","2008-2012","Total","Percent","Margins of Error",23.45
"Simsbury","0900368940","2008-2012","Female","Number","Employed or Enrolled Youth",563
"Simsbury","0900368940","2008-2012","Female","Number","Margins of Error",129
"Simsbury","0900368940","2008-2012","Female","Percent","Employed or Enrolled Youth",97.91
"Simsbury","0900368940","2008-2012","Female","Percent","Margins of Error",30.95
"Simsbury","0900368940","2008-2012","Male","Number","Employed or Enrolled Youth",769
"Simsbury","0900368940","2008-2012","Male","Number","Margins of Error",185
"Simsbury","0900368940","2008-2012","Male","Percent","Employed or Enrolled Youth",98.97
"Simsbury","0900368940","2008-2012","Male","Percent","Margins of Error",32.98
"Simsbury","0900368940","2009-2013","Total","Number","Employed or Enrolled Youth",1497
"Simsbury","0900368940","2009-2013","Total","Number","Margins of Error",226
"Simsbury","0900368940","2009-2013","Total","Percent","Employed or Enrolled Youth",98.88
"Simsbury","0900368940","2009-2013","Total","Percent","Margins of Error",20.64
"Simsbury","0900368940","2009-2013","Female","Number","Employed or Enrolled Youth",571
"Simsbury","0900368940","2009-2013","Female","Number","Margins of Error",126
"Simsbury","0900368940","2009-2013","Female","Percent","Employed or Enrolled Youth",98.28
"Simsbury","0900368940","2009-2013","Female","Percent","Margins of Error",30.28
"Simsbury","0900368940","2009-2013","Male","Number","Employed or Enrolled Youth",926
"Simsbury","0900368940","2009-2013","Male","Number","Margins of Error",188
"Simsbury","0900368940","2009-2013","Male","Percent","Employed or Enrolled Youth",99.25
"Simsbury","0900368940","2009-2013","Male","Percent","Margins of Error",28.47
"Simsbury","0900368940","2010-2014","Total","Number","Employed or Enrolled Youth",1464
"Simsbury","0900368940","2010-2014","Total","Number","Margins of Error",227
"Simsbury","0900368940","2010-2014","Total","Percent","Employed or Enrolled Youth",98.72
"Simsbury","0900368940","2010-2014","Total","Percent","Margins of Error",20.05
"Simsbury","0900368940","2010-2014","Female","Number","Employed or Enrolled Youth",657
"Simsbury","0900368940","2010-2014","Female","Number","Margins of Error",140
"Simsbury","0900368940","2010-2014","Female","Percent","Employed or Enrolled Youth",98.65
"Simsbury","0900368940","2010-2014","Female","Percent","Margins of Error",29.68
"Simsbury","0900368940","2010-2014","Male","Number","Employed or Enrolled Youth",807
"Simsbury","0900368940","2010-2014","Male","Number","Margins of Error",179
"Simsbury","0900368940","2010-2014","Male","Percent","Employed or Enrolled Youth",98.78
"Simsbury","0900368940","2010-2014","Male","Percent","Margins of Error",30.53
"Simsbury","0900368940","2011-2015","Total","Number","Employed or Enrolled Youth",1403
"Simsbury","0900368940","2011-2015","Total","Number","Margins of Error",178
"Simsbury","0900368940","2011-2015","Total","Percent","Employed or Enrolled Youth",100
"Simsbury","0900368940","2011-2015","Total","Percent","Margins of Error",17.09
"Simsbury","0900368940","2011-2015","Female","Number","Employed or Enrolled Youth",659
"Simsbury","0900368940","2011-2015","Female","Number","Margins of Error",102
"Simsbury","0900368940","2011-2015","Female","Percent","Employed or Enrolled Youth",100
"Simsbury","0900368940","2011-2015","Female","Percent","Margins of Error",21.58
"Simsbury","0900368940","2011-2015","Male","Number","Employed or Enrolled Youth",744
"Simsbury","0900368940","2011-2015","Male","Number","Margins of Error",145
"Simsbury","0900368940","2011-2015","Male","Percent","Employed or Enrolled Youth",100
"Simsbury","0900368940","2011-2015","Male","Percent","Margins of Error",27.31
"Simsbury","0900368940","2012-2016","Total","Number","Employed or Enrolled Youth",1298
"Simsbury","0900368940","2012-2016","Total","Number","Margins of Error",217
"Simsbury","0900368940","2012-2016","Total","Percent","Employed or Enrolled Youth",100
"Simsbury","0900368940","2012-2016","Total","Percent","Margins of Error",22.22
"Simsbury","0900368940","2012-2016","Female","Number","Employed or Enrolled Youth",602
"Simsbury","0900368940","2012-2016","Female","Number","Margins of Error",122
"Simsbury","0900368940","2012-2016","Female","Percent","Employed or Enrolled Youth",100
"Simsbury","0900368940","2012-2016","Female","Percent","Margins of Error",28.5
"Simsbury","0900368940","2012-2016","Male","Number","Employed or Enrolled Youth",696
"Simsbury","0900368940","2012-2016","Male","Number","Margins of Error",180
"Simsbury","0900368940","2012-2016","Male","Percent","Employed or Enrolled Youth",100
"Simsbury","0900368940","2012-2016","Male","Percent","Margins of Error",36.24
"Simsbury","0900368940","2013-2017","Total","Number","Employed or Enrolled Youth",1178
"Simsbury","0900368940","2013-2017","Total","Number","Margins of Error",192
"Simsbury","0900368940","2013-2017","Total","Percent","Employed or Enrolled Youth",100
"Simsbury","0900368940","2013-2017","Total","Percent","Margins of Error",22.54
"Simsbury","0900368940","2013-2017","Female","Number","Employed or Enrolled Youth",532
"Simsbury","0900368940","2013-2017","Female","Number","Margins of Error",115
"Simsbury","0900368940","2013-2017","Female","Percent","Employed or Enrolled Youth",100
"Simsbury","0900368940","2013-2017","Female","Percent","Margins of Error",30.44
"Simsbury","0900368940","2013-2017","Male","Number","Employed or Enrolled Youth",646
"Simsbury","0900368940","2013-2017","Male","Number","Margins of Error",154
"Simsbury","0900368940","2013-2017","Male","Percent","Employed or Enrolled Youth",100
"Simsbury","0900368940","2013-2017","Male","Percent","Margins of Error",33.41
"Simsbury","0900368940","2014-2018","Total","Number","Employed or Enrolled Youth",1117
"Simsbury","0900368940","2014-2018","Total","Number","Margins of Error",187
"Simsbury","0900368940","2014-2018","Total","Percent","Employed or Enrolled Youth",100
"Simsbury","0900368940","2014-2018","Total","Percent","Margins of Error",23.76
"Simsbury","0900368940","2014-2018","Female","Number","Employed or Enrolled Youth",553
"Simsbury","0900368940","2014-2018","Female","Number","Margins of Error",128
"Simsbury","0900368940","2014-2018","Female","Percent","Employed or Enrolled Youth",100
"Simsbury","0900368940","2014-2018","Female","Percent","Margins of Error",32.59
"Simsbury","0900368940","2014-2018","Male","Number","Employed or Enrolled Youth",564
"Simsbury","0900368940","2014-2018","Male","Number","Margins of Error",137
"Simsbury","0900368940","2014-2018","Male","Percent","Employed or Enrolled Youth",100
"Simsbury","0900368940","2014-2018","Male","Percent","Margins of Error",33.84
"Somers","0901369220","2006-2010","Total","Number","Employed or Enrolled Youth",498
"Somers","0901369220","2006-2010","Total","Number","Margins of Error",246
"Somers","0901369220","2006-2010","Total","Percent","Employed or Enrolled Youth",96.7
"Somers","0901369220","2006-2010","Total","Percent","Margins of Error",53.28
"Somers","0901369220","2006-2010","Female","Number","Employed or Enrolled Youth",270
"Somers","0901369220","2006-2010","Female","Number","Margins of Error",198
"Somers","0901369220","2006-2010","Female","Percent","Employed or Enrolled Youth",100
"Somers","0901369220","2006-2010","Female","Percent","Margins of Error",81.08
"Somers","0901369220","2006-2010","Male","Number","Employed or Enrolled Youth",228
"Somers","0901369220","2006-2010","Male","Number","Margins of Error",147
"Somers","0901369220","2006-2010","Male","Percent","Employed or Enrolled Youth",93.06
"Somers","0901369220","2006-2010","Male","Percent","Margins of Error",67.94
"Somers","0901369220","2007-2011","Total","Number","Employed or Enrolled Youth",515
"Somers","0901369220","2007-2011","Total","Number","Margins of Error",208
"Somers","0901369220","2007-2011","Total","Percent","Employed or Enrolled Youth",89.41
"Somers","0901369220","2007-2011","Total","Percent","Margins of Error",41.42
"Somers","0901369220","2007-2011","Female","Number","Employed or Enrolled Youth",272
"Somers","0901369220","2007-2011","Female","Number","Margins of Error",165
"Somers","0901369220","2007-2011","Female","Percent","Employed or Enrolled Youth",91.28
"Somers","0901369220","2007-2011","Female","Percent","Margins of Error",64.41
"Somers","0901369220","2007-2011","Male","Number","Employed or Enrolled Youth",243
"Somers","0901369220","2007-2011","Male","Number","Margins of Error",127
"Somers","0901369220","2007-2011","Male","Percent","Employed or Enrolled Youth",87.41
"Somers","0901369220","2007-2011","Male","Percent","Margins of Error",54.19
"Somers","0901369220","2008-2012","Total","Number","Employed or Enrolled Youth",444
"Somers","0901369220","2008-2012","Total","Number","Margins of Error",107
"Somers","0901369220","2008-2012","Total","Percent","Employed or Enrolled Youth",80.87
"Somers","0901369220","2008-2012","Total","Percent","Margins of Error",26.04
"Somers","0901369220","2008-2012","Female","Number","Employed or Enrolled Youth",247
"Somers","0901369220","2008-2012","Female","Number","Margins of Error",69
"Somers","0901369220","2008-2012","Female","Percent","Employed or Enrolled Youth",79.94
"Somers","0901369220","2008-2012","Female","Percent","Margins of Error",32.35
"Somers","0901369220","2008-2012","Male","Number","Employed or Enrolled Youth",197
"Somers","0901369220","2008-2012","Male","Number","Margins of Error",82
"Somers","0901369220","2008-2012","Male","Percent","Employed or Enrolled Youth",82.08
"Somers","0901369220","2008-2012","Male","Percent","Margins of Error",45.42
"Somers","0901369220","2009-2013","Total","Number","Employed or Enrolled Youth",499
"Somers","0901369220","2009-2013","Total","Number","Margins of Error",123
"Somers","0901369220","2009-2013","Total","Percent","Employed or Enrolled Youth",86.93
"Somers","0901369220","2009-2013","Total","Percent","Margins of Error",28.73
"Somers","0901369220","2009-2013","Female","Number","Employed or Enrolled Youth",234
"Somers","0901369220","2009-2013","Female","Number","Margins of Error",83
"Somers","0901369220","2009-2013","Female","Percent","Employed or Enrolled Youth",79.05
"Somers","0901369220","2009-2013","Female","Percent","Margins of Error",37.4
"Somers","0901369220","2009-2013","Male","Number","Employed or Enrolled Youth",265
"Somers","0901369220","2009-2013","Male","Number","Margins of Error",90
"Somers","0901369220","2009-2013","Male","Percent","Employed or Enrolled Youth",95.32
"Somers","0901369220","2009-2013","Male","Percent","Margins of Error",45.61
"Somers","0901369220","2010-2014","Total","Number","Employed or Enrolled Youth",483
"Somers","0901369220","2010-2014","Total","Number","Margins of Error",127
"Somers","0901369220","2010-2014","Total","Percent","Employed or Enrolled Youth",84.74
"Somers","0901369220","2010-2014","Total","Percent","Margins of Error",28.34
"Somers","0901369220","2010-2014","Female","Number","Employed or Enrolled Youth",239
"Somers","0901369220","2010-2014","Female","Number","Margins of Error",93
"Somers","0901369220","2010-2014","Female","Percent","Employed or Enrolled Youth",76.6
"Somers","0901369220","2010-2014","Female","Percent","Margins of Error",40.71
"Somers","0901369220","2010-2014","Male","Number","Employed or Enrolled Youth",244
"Somers","0901369220","2010-2014","Male","Number","Margins of Error",86
"Somers","0901369220","2010-2014","Male","Percent","Employed or Enrolled Youth",94.57
"Somers","0901369220","2010-2014","Male","Percent","Margins of Error",46.47
"Somers","0901369220","2011-2015","Total","Number","Employed or Enrolled Youth",503
"Somers","0901369220","2011-2015","Total","Number","Margins of Error",121
"Somers","0901369220","2011-2015","Total","Percent","Employed or Enrolled Youth",83.97
"Somers","0901369220","2011-2015","Total","Percent","Margins of Error",26.89
"Somers","0901369220","2011-2015","Female","Number","Employed or Enrolled Youth",243
"Somers","0901369220","2011-2015","Female","Number","Margins of Error",85
"Somers","0901369220","2011-2015","Female","Percent","Employed or Enrolled Youth",77.14
"Somers","0901369220","2011-2015","Female","Percent","Margins of Error",35.4
"Somers","0901369220","2011-2015","Male","Number","Employed or Enrolled Youth",260
"Somers","0901369220","2011-2015","Male","Number","Margins of Error",85
"Somers","0901369220","2011-2015","Male","Percent","Employed or Enrolled Youth",91.55
"Somers","0901369220","2011-2015","Male","Percent","Margins of Error",40.66
"Somers","0901369220","2012-2016","Total","Number","Employed or Enrolled Youth",522
"Somers","0901369220","2012-2016","Total","Number","Margins of Error",134
"Somers","0901369220","2012-2016","Total","Percent","Employed or Enrolled Youth",94.05
"Somers","0901369220","2012-2016","Total","Percent","Margins of Error",33.16
"Somers","0901369220","2012-2016","Female","Number","Employed or Enrolled Youth",304
"Somers","0901369220","2012-2016","Female","Number","Margins of Error",102
"Somers","0901369220","2012-2016","Female","Percent","Employed or Enrolled Youth",97.44
"Somers","0901369220","2012-2016","Female","Percent","Margins of Error",45.69
"Somers","0901369220","2012-2016","Male","Number","Employed or Enrolled Youth",218
"Somers","0901369220","2012-2016","Male","Number","Margins of Error",87
"Somers","0901369220","2012-2016","Male","Percent","Employed or Enrolled Youth",89.71
"Somers","0901369220","2012-2016","Male","Percent","Margins of Error",50.59
"Somers","0901369220","2013-2017","Total","Number","Employed or Enrolled Youth",461
"Somers","0901369220","2013-2017","Total","Number","Margins of Error",133
"Somers","0901369220","2013-2017","Total","Percent","Employed or Enrolled Youth",95.84
"Somers","0901369220","2013-2017","Total","Percent","Margins of Error",37.08
"Somers","0901369220","2013-2017","Female","Number","Employed or Enrolled Youth",221
"Somers","0901369220","2013-2017","Female","Number","Margins of Error",96
"Somers","0901369220","2013-2017","Female","Percent","Employed or Enrolled Youth",100
"Somers","0901369220","2013-2017","Female","Percent","Margins of Error",61.19
"Somers","0901369220","2013-2017","Male","Number","Employed or Enrolled Youth",240
"Somers","0901369220","2013-2017","Male","Number","Margins of Error",92
"Somers","0901369220","2013-2017","Male","Percent","Employed or Enrolled Youth",92.31
"Somers","0901369220","2013-2017","Male","Percent","Margins of Error",46.91
"Somers","0901369220","2014-2018","Total","Number","Employed or Enrolled Youth",430
"Somers","0901369220","2014-2018","Total","Number","Margins of Error",145
"Somers","0901369220","2014-2018","Total","Percent","Employed or Enrolled Youth",97.07
"Somers","0901369220","2014-2018","Total","Percent","Margins of Error",45.35
"Somers","0901369220","2014-2018","Female","Number","Employed or Enrolled Youth",272
"Somers","0901369220","2014-2018","Female","Number","Margins of Error",123
"Somers","0901369220","2014-2018","Female","Percent","Employed or Enrolled Youth",100
"Somers","0901369220","2014-2018","Female","Percent","Margins of Error",63.61
"Somers","0901369220","2014-2018","Male","Number","Employed or Enrolled Youth",158
"Somers","0901369220","2014-2018","Male","Number","Margins of Error",78
"Somers","0901369220","2014-2018","Male","Percent","Employed or Enrolled Youth",92.4
"Somers","0901369220","2014-2018","Male","Percent","Margins of Error",60.92
"South Windsor","0900371390","2006-2010","Total","Number","Employed or Enrolled Youth",1434
"South Windsor","0900371390","2006-2010","Total","Number","Margins of Error",314
"South Windsor","0900371390","2006-2010","Total","Percent","Employed or Enrolled Youth",94.53
"South Windsor","0900371390","2006-2010","Total","Percent","Margins of Error",25.89
"South Windsor","0900371390","2006-2010","Female","Number","Employed or Enrolled Youth",594
"South Windsor","0900371390","2006-2010","Female","Number","Margins of Error",210
